Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Menara Pandang Banjarmasin,"Banjarmasin, Kalimantan Selatan",Ikon Kota,Menara observasi dengan pemandangan kota dan Sungai Martapura.,"-3.3256, 114.5882",4.6,Banjarmasin,Menara observasi dengan pemandangan kota dan Sungai Martapura.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.7,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.8,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",3.5,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",3.9,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.1,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.9,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Menara Pandang Banjarmasin,"Banjarmasin, Kalimantan Selatan",Ikon Kota,Menara observasi dengan pemandangan kota dan Sungai Martapura.,"-3.3256, 114.5882",3.6,Banjarmasin,Menara observasi dengan pemandangan kota dan Sungai Martapura.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.5,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.9,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.4,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.1,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",3.8,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",3.6,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.4,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",4.9,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",3.7,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4.5,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",3.6,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.9,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",3.9,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",3.8,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",3.5,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Menara Pandang Banjarmasin,"Banjarmasin, Kalimantan Selatan",Ikon Kota,Menara observasi dengan pemandangan kota dan Sungai Martapura.,"-3.3256, 114.5882",3.9,Banjarmasin,Menara observasi dengan pemandangan kota dan Sungai Martapura.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",3.5,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",3.8,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.8,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.3,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4.4,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",3.8,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.8,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",3.8,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.9,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.8,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.9,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.7,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.1,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4.2,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",3.9,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.8,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.6,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",3.6,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.4,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.1,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",4.3,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",3.6,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Menara Pandang Banjarmasin,"Banjarmasin, Kalimantan Selatan",Ikon Kota,Menara observasi dengan pemandangan kota dan Sungai Martapura.,"-3.3256, 114.5882",4.4,Banjarmasin,Menara observasi dengan pemandangan kota dan Sungai Martapura.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4.8,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.7,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",3.6,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",3.9,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Menara Pandang Banjarmasin,"Banjarmasin, Kalimantan Selatan",Ikon Kota,Menara observasi dengan pemandangan kota dan Sungai Martapura.,"-3.3256, 114.5882",3.7,Banjarmasin,Menara observasi dengan pemandangan kota dan Sungai Martapura.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.1,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",3.7,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.8,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",3.6,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.1,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",4.5,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.9,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",4.2,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",3.7,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.6,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",3.7,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.5,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Museum Wasaka,"Banjarmasin, Kalimantan Selatan",Sejarah,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.,"-3.3148, 114.6024",5,Banjarmasin,Museum perjuangan rakyat Kalimantan Selatan dengan koleksi bersejarah.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.4,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.4,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4.9,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Bukit Rimpi,"Pelaihari, Kalimantan Selatan",Alam,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.,"-3.8754, 114.8102",3.9,Banjarmasin,Bukit hijau dengan padang rumput luas yang sering disebut Bukit Teletubbies.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4.6,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",4.1,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.1,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",3.8,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Menara Pandang Banjarmasin,"Banjarmasin, Kalimantan Selatan",Ikon Kota,Menara observasi dengan pemandangan kota dan Sungai Martapura.,"-3.3256, 114.5882",4.1,Banjarmasin,Menara observasi dengan pemandangan kota dan Sungai Martapura.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.5,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Menara Pandang Banjarmasin,"Banjarmasin, Kalimantan Selatan",Ikon Kota,Menara observasi dengan pemandangan kota dan Sungai Martapura.,"-3.3256, 114.5882",4.4,Banjarmasin,Menara observasi dengan pemandangan kota dan Sungai Martapura.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.7,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Taman Siring Sungai Martapura,"Banjarmasin, Kalimantan Selatan",Taman,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.,"-3.3252, 114.5901",3.6,Banjarmasin,Taman pinggir sungai yang indah dengan area bersantai dan spot foto.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.7,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.2,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.2,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.8,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pasar Terapung Lok Baintan,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar tradisional unik di atas sungai dengan perahu dagang.,"-3.2986, 114.6176",4,Banjarmasin,Pasar tradisional unik di atas sungai dengan perahu dagang.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.7,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",4.4,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",4.3,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Pasar Terapung Siring,"Banjarmasin, Kalimantan Selatan",Budaya,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.,"-3.3258, 114.5906",3.6,Banjarmasin,Pasar terapung modern di tengah kota untuk wisata belanja khas Banjar.
Pulau Kembang,"Banjarmasin, Kalimantan Selatan",Alam,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.,"-3.3212, 114.5613",4.4,Banjarmasin,Pulau kecil di Sungai Barito yang dihuni oleh kawanan monyet.
Masjid Sultan Suriansyah,"Banjarmasin, Kalimantan Selatan",Religi,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.,"-3.3228, 114.5726",3.5,Banjarmasin,Masjid tertua di Kalimantan Selatan dengan arsitektur khas Banjar.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",4.2,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",4.1,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",3.7,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",3.7,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",4.8,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",3.7,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",3.9,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",4.5,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.3,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.8,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.1,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",3.7,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",3.5,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.9,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",4.7,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",4,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",4.4,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",3.5,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",4.4,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
